,vv_list,vh_list,vv_by_vh
417,"[0.02791520021855831, 0.02103389799594879, 0.009997687302529812, 0.012692563235759735, 0.009119445458054543, 0.04108625650405884, 0.027693480253219604, 0.01884286291897297, 0.049612097442150116, 0.1095607578754425, 0.004256930667907, 0.003093420760706067, 0.00976098794490099, 0.0027636224403977394]","[0.2262624055147171, 0.07859259843826294, 0.2395872324705124, 0.03514654561877251, 0.052683379501104355, 0.027333594858646393, 0.053593575954437256, 0.03867221623659134, 0.2391200214624405, 0.35864028334617615, 0.025097783654928207, 0.014781834557652473, 0.023447945713996887, 0.011963910423219204]","[8.105347758326145, 3.736473308627824, 23.964265456660893, 2.7690660244064365, 5.777037621796724, 0.6652734316631197, 1.935241633207388, 2.052353530505818, 4.819792627015315, 3.2734374086194924, 5.895746398723475, 4.778475254778645, 2.402210293297799, 4.3290683446242975]"
418,"[0.024291258305311203, 0.028726590797305107, 0.05964268371462822, 0.018617965281009674, 0.07319284975528717, 0.0904247835278511, 0.036629997193813324, 0.04208441823720932, 0.0705265924334526, 0.03182976692914963, 0.021439295262098312, 0.0047703697346150875, 0.05238849297165871, 0.026407547295093536]","[0.16327273845672607, 0.09449230879545212, 0.2775436043739319, 0.11964946240186691, 0.20667453110218048, 0.2215442806482315, 0.14765524864196777, 0.1974582076072693, 0.8864244818687439, 0.17046548426151276, 0.18030163645744324, 0.01544379722326994, 0.25134164094924927, 0.5026971101760864]","[6.721460716632659, 3.28936731344802, 4.653439233249331, 6.426559540526664, 2.8236983775488413, 2.450039380851768, 4.030992627728244, 4.691955262261053, 12.568656038573751, 5.355536678636526, 8.409867687031271, 3.237442395964738, 4.797649764142307, 19.036115113556434]"
419,"[0.020976116880774498, 0.024606818333268166, 0.01615295559167862, 0.01549474522471428, 0.020066430792212486, 0.023322701454162598, 0.03748617321252823, 0.03826935216784477, 0.03194688260555267, 0.00948956236243248, 0.003838901873677969, 0.004450563341379166, 0.018976200371980667, 0.011906756088137627]","[0.18510092794895172, 0.07169557362794876, 0.05469061806797981, 0.04813845083117485, 0.026868578046560287, 0.15560029447078705, 0.14389057457447052, 0.13809143006801605, 0.33656734228134155, 0.1206563264131546, 0.05110180005431175, 0.033930931240320206, 0.5263129472732544, 0.2661583721637726]","[8.82436577756699, 2.913646642850087, 3.3857963490071326, 3.106759751970205, 1.338981422495306, 6.671623987323979, 3.838497297621752, 3.6084078314773573, 10.535217048778428, 12.714635491602008, 13.311567144942995, 7.623963223901785, 27.735423159337127, 22.35355878575012]"
420,"[0.030865933746099472, 0.03299766406416893, 0.012240953743457794, 0.024086708202958107, 0.019586266949772835, 0.03498499467968941, 0.03920869529247284, 0.042233437299728394, 0.15875230729579926, 0.032513510435819626, 0.019021861255168915, 0.007289212662726641, 0.007013140711933374, 0.00760054774582386]","[0.16056840121746063, 0.052594464272260666, 0.12693336606025696, 0.03341209888458252, 0.03125904127955437, 0.09835758805274963, 0.10556281358003616, 0.07695874571800232, 0.3683294653892517, 0.1509636789560318, 0.1389487087726593, 0.042603034526109695, 0.08713360875844955, 0.19478952884674072]","[5.202123562445334, 1.5938844692152392, 10.369565045378657, 1.3871592001301014, 1.5959672846140247, 2.8114221240642716, 2.692331708377498, 1.822223116054474, 2.32015188732314, 4.643106109813275, 7.30468522027002, 5.844668895992037, 12.424334878977305, 25.62835408194999]"
421,"[0.014989388175308704, 0.017829248681664467, 0.05329160392284393, 0.011028490029275417, 0.02846147119998932, 0.0752260610461235, 0.025858581066131592, 0.031119314953684807, 0.04319215565919876, 0.007593406364321709, 0.00782844889909029, 0.0028429850935935974, 0.005555550567805767, 0.013649901375174522]","[0.39769306778907776, 0.16553986072540283, 0.15532360970973969, 0.03363988548517227, 0.02315782941877842, 0.06436922401189804, 0.19136084616184235, 0.08444593846797943, 0.4475114643573761, 0.030016854405403137, 0.05459275096654892, 0.005975253880023956, 0.07858671993017197, 0.22995181381702423]","[26.53164112756639, 9.2847356431594, 2.914598140724355, 3.0502711972241268, 0.8136553889310932, 0.8556771831032228, 7.400284094183273, 2.713618169090842, 10.360943035314058, 3.953015677712177, 6.973635731708347, 2.1017535032064134, 14.145622287299377, 16.84640844623569]"
422,"[0.025116020813584328, 0.027326472103595734, 0.0430324524641037, 0.05442606657743454, 0.014242704026401043, 0.03241406008601189, 0.04099700599908829, 0.05115347355604172, 0.028820393607020378, 0.052129507064819336, 0.007392629515379667, 0.005212383344769478, 0.004725197795778513, 0.006039566360414028]","[0.5903170704841614, 0.09508349746465683, 0.0885072872042656, 0.06729047745466232, 0.11619575321674347, 0.08536820113658905, 0.09529131650924683, 0.041691407561302185, 0.14688746631145477, 0.2969472408294678, 0.07429361343383789, 0.020553654059767723, 0.021862715482711792, 0.050659775733947754]","[23.503606517354083, 3.479537977101162, 2.0567567530132185, 1.236364883339952, 8.158264961580102, 2.633678129492616, 2.3243481856056993, 0.8150259339793755, 5.096650251010949, 5.696337018115958, 10.049687094325105, 3.94323531103922, 4.626836045306701, 8.387982300516505]"
423,"[0.020042784512043, 0.021098924800753593, 0.03364025428891182, 0.031196165829896927, 0.01967555098235607, 0.07590373605489731, 0.028983114287257195, 0.08773479610681534, 0.10363935679197311, 0.008524464443325996, 0.011440123431384563, 0.00633316719904542, 0.0060436720959842205, 0.003998668398708105]","[0.5672622919082642, 0.3336033225059509, 0.17512845993041992, 0.054956693202257156, 0.14502167701721191, 0.18691198527812958, 0.09595739096403122, 0.11061743646860123, 0.47340142726898193, 0.018927741795778275, 0.091965451836586, 0.013758840039372444, 0.0536218024790287, 0.16573914885520935]","[28.302569015169343, 15.811389710912453, 5.205919623150533, 1.761648963591201, 7.370653922081227, 2.4624872897290015, 3.310803318545383, 1.260816020292869, 4.567776585290878, 2.220402457141721, 8.038851362765035, 2.1725054158441095, 8.872387784681147, 41.448585461289206]"
424,"[0.031194886192679405, 0.042525049299001694, 0.028122209012508392, 0.020377827808260918, 0.044152408838272095, 0.03829772025346756, 0.03409760817885399, 0.053131103515625, 0.10440932214260101, 0.029794346541166306, 0.007757804822176695, 0.008738530799746513, 0.004157764837145805, 0.00468915281817317]","[0.20780228078365326, 0.07385518401861191, 0.08837203681468964, 0.06150984764099121, 0.07094783335924149, 0.1320093274116516, 0.054737839847803116, 0.06010313704609871, 0.3061155676841736, 0.06489932537078857, 0.11004716902971268, 0.012513256631791592, 0.06882921606302261, 0.040790852159261703]","[6.66142134643911, 1.7367454062033436, 3.1424287037829393, 3.018469300052476, 1.6068847708653813, 3.446923904033144, 1.6053278447181347, 1.131223202025596, 2.9318796578918938, 2.1782429522701015, 14.185349019754728, 1.431963440828586, 16.554379278043065, 8.698981189346963]"
425,"[0.027359118685126305, 0.029818611219525337, 0.00660165399312973, 0.025186652317643166, 0.02361488714814186, 0.014037759974598885, 0.025641031563282013, 0.034542713314294815, 0.031794678419828415, 0.044140901416540146, 0.022614575922489166, 0.01022658683359623, 0.010206040926277637, 0.007719098124653101]","[0.23517407476902008, 0.08721274882555008, 0.1389944851398468, 0.0877629742026329, 0.028159676119685173, 0.049553196877241135, 0.05362671613693237, 0.032147858291864395, 0.13445399701595306, 0.0615033283829689, 0.266522079706192, 0.10884175449609756, 0.04698750004172325, 0.023654097691178322]","[8.595820555318973, 2.924775677293879, 21.05449411382312, 3.484503343112226, 1.1924544014558596, 3.529993173191941, 2.0914414462843176, 0.930669747896169, 4.22882078694346, 1.393341015005254, 11.785411347959347, 10.64301865980664, 4.603891007407571, 3.0643602800736964]"
426,"[0.0035051351878792048, 0.010667740367352962, 0.021697789430618286, 0.02321402169764042, 0.01140667125582695, 0.03655051812529564, 0.05097540095448494, 0.03449566289782524, 0.027226433157920837, 0.045422375202178955, 0.006616324186325073, 0.011326737701892853, 0.0013304103631526232, 0.0024258685298264027]","[0.18269598484039307, 0.3276171386241913, 0.16363808512687683, 0.16723307967185974, 0.1279820054769516, 0.07442935556173325, 0.09325459599494934, 0.23406116664409637, 0.05900467559695244, 0.09926852583885193, 0.03395281359553337, 0.06974375247955322, 0.015686018392443657, 0.010045569390058517]","[52.12237903752122, 30.71101539242696, 7.541693850893543, 7.203968439852802, 11.21992583169903, 2.036342010435761, 1.8294038741983563, 6.785234634782236, 2.1671834593502943, 2.1854543140247302, 5.131673213006797, 6.157443945037951, 11.790360949439007, 4.141019707600307]"
427,"[0.02946399711072445, 0.011750336736440659, 0.02899225242435932, 0.012741940096020699, 0.022569747641682625, 0.01437326055020094, 0.035821978002786636, 0.033808983862400055, 0.02785676345229149, 0.06325218826532364, 0.02501285821199417, 0.0040701464749872684, 0.0026636780239641666, 0.004806589335203171]","[0.15206603705883026, 0.0403275229036808, 0.08576715737581253, 0.09195604920387268, 0.04496990516781807, 0.061340223997831345, 0.0712117999792099, 0.03412210941314697, 0.2249690592288971, 0.26033815741539, 0.10065527260303497, 0.06757371127605438, 0.043531887233257294, 0.032712049782276154]","[5.161079689472293, 3.432031252229166, 2.9582785124949753, 7.216801249331764, 1.992485954285374, 4.26766242660047, 1.9879360088287208, 1.0092616078620202, 8.075922373903463, 4.115875901768819, 4.024141173709158, 16.602279964940514, 16.3427737292632, 6.805667699275882]"
428,"[0.06559356302022934, 0.03609665855765343, 0.06387703120708466, 0.020876307040452957, 0.036679062992334366, 0.027789290994405746, 0.020864330232143402, 0.04236222803592682, 0.02195676416158676, 0.05680700019001961, 0.01909014582633972, 0.005503243766725063, 0.0018459056736901402, 0.0034474467393010855]","[0.3118845820426941, 0.1671420931816101, 0.06437565386295319, 0.048254843801259995, 0.06538520753383636, 0.015433003194630146, 0.1051149070262909, 0.03291958197951317, 0.15003976225852966, 0.280800998210907, 0.09142271429300308, 0.2019391506910324, 0.019363034516572952, 0.03594149649143219]","[4.754804704640112, 4.630403473901926, 1.0078059773042995, 2.311464556818139, 1.7826302582348235, 0.5553579325840649, 5.038019713872808, 0.7770975112922419, 6.833418674734568, 4.94307034822516, 4.789000310666153, 36.694567649727205, 10.489720462186138, 10.425540757946198]"
429,"[0.052616655826568604, 0.0362275205552578, 0.05152842029929161, 0.03174716606736183, 0.04186098277568817, 0.0163434986025095, 0.024472676217556, 0.01336629781872034, 0.037537187337875366, 0.04060271009802818, 0.06353048980236053, 0.009974397718906403, 0.00433250842615962, 0.00233324128203094]","[0.376187264919281, 0.25844305753707886, 0.14047397673130035, 0.04601817578077316, 0.1371970921754837, 0.0464022159576416, 0.05454696714878082, 0.028684528544545174, 0.09428847581148148, 0.13333052396774292, 1.0073730945587158, 0.11045175790786743, 0.027760954573750496, 0.008813450112938881]","[7.149585221821082, 7.133887541182288, 2.7261456088773506, 1.4495207440919542, 3.277445560957169, 2.8391849925276507, 2.228892609205134, 2.146033923048661, 2.5118684296397333, 3.283783856935647, 15.856529639431269, 11.073526544716268, 6.407593902444661, 3.777341923792522]"
430,"[0.005589837208390236, 0.020608823746442795, 0.024717986583709717, 0.0146658169105649, 0.030488774180412292, 0.009293763898313046, 0.025063907727599144, 0.01175693143159151, 0.04487154260277748, 0.025446156039834023, 0.07055224478244781, 0.008040711283683777, 0.003893793560564518, 0.007607703097164631]","[0.08106239140033722, 0.4071342349052429, 0.17743195593357086, 0.059724532067775726, 0.08085677027702332, 0.09164758026599884, 0.03800669685006142, 0.039809320122003555, 0.07928463816642761, 0.11857104301452637, 0.38420090079307556, 0.041979312896728516, 0.020635440945625305, 0.04688551276922226]","[14.501744572930345, 19.755335865566646, 7.178252780932676, 4.072363130672361, 2.6520177491743917, 9.861190930687858, 1.5163915085838873, 3.386029794733153, 1.7669247270656572, 4.659683876374586, 5.4456226301201704, 5.22084569581711, 5.299572415604283, 6.162899914784576]"
431,"[0.0041626691818237305, 0.02650977298617363, 0.036486487835645676, 0.008496332913637161, 0.015781262889504433, 0.013874326832592487, 0.020662330090999603, 0.05512283742427826, 0.03979798033833504, 0.08410894125699997, 0.08410348743200302, 0.0009610792621970177, 0.0024481595028191805, 0.004171513486653566]","[0.10060484707355499, 0.21074293553829193, 0.2612663507461548, 0.054395850747823715, 0.20491261780261993, 0.04185822606086731, 0.06241396442055702, 0.04842641204595566, 0.4167269468307495, 0.20575302839279175, 0.27086159586906433, 0.08345578610897064, 0.007347882725298405, 0.021963216364383698]","[24.168350325037945, 7.949631845139017, 7.1606330519680546, 6.4022739340303945, 12.984551314895095, 3.0169554577983004, 3.020664375492878, 0.8785181298491497, 10.471057658906904, 2.4462682007148433, 3.2205750812420675, 86.83548734387583, 3.0013905208532954, 5.265047430543687]"
432,"[0.0064606694504618645, 0.004656893201172352, 0.013748628087341785, 0.026171036064624786, 0.02845250442624092, 0.02837684005498886, 0.014077515341341496, 0.04637374356389046, 0.027764562517404556, 0.03790821507573128, 0.07878316193819046, 0.1141357347369194, 0.00166612071916461, 0.005253157578408718]","[0.025851568207144737, 0.15883877873420715, 0.16963861882686615, 0.04939248040318489, 0.12158972769975662, 0.0673615038394928, 0.030937667936086655, 0.0698346272110939, 0.12486448884010315, 0.46101993322372437, 0.1076221913099289, 0.4516819715499878, 0.002445419318974018, 0.028736645355820656]","[4.001376081126801, 34.1083146794563, 12.33858518458657, 1.8872955690870938, 4.273427951306035, 2.3738197667167715, 2.197665368208258, 1.5059087717359005, 4.497261167426294, 12.161478252213143, 1.3660557492521583, 3.9574106443622212, 1.467732374278466, 5.470356623972726]"
433,"[0.004246807191520929, 0.028940433636307716, 0.050741761922836304, 0.017696300521492958, 0.04094189405441284, 0.020037762820720673, 0.018034473061561584, 0.020490862429142, 0.03335480019450188, 0.03752443939447403, 0.021301018074154854, 0.11819181591272354, 0.002488435711711645, 0.0033663706853985786]","[0.03525172919034958, 0.22912104427814484, 0.18336965143680573, 0.11567379534244537, 0.0727868527173996, 0.03890295699238777, 0.022709833458065987, 0.018404804170131683, 0.08975609391927719, 0.11125919967889786, 0.04014662280678749, 0.1372128576040268, 0.010869709774851799, 0.03747878968715668]","[8.300760453813941, 7.916987255875016, 3.6137817152596807, 6.536608891895473, 1.7778086333930712, 1.9414820576755683, 1.2592457445551541, 0.8981956827720665, 2.6909498301858323, 2.9649796632346823, 1.8847278879829015, 1.160933661475757, 4.368089448200042, 11.133292554417306]"
434,"[0.013050723820924759, 0.034835733473300934, 0.04515659809112549, 0.027031686156988144, 0.013898014090955257, 0.022140545770525932, 0.029184559360146523, 0.02483290620148182, 0.013758746907114983, 0.016736449673771858, 0.020763203501701355, 0.006028900854289532, 0.003916934132575989, 0.0050314501859247684]","[0.36456742882728577, 0.13170865178108215, 0.21644939482212067, 0.0421990342438221, 0.025380881503224373, 0.02092205174267292, 0.07469609379768372, 0.04803179204463959, 0.08490952104330063, 0.11697422713041306, 0.1293506622314453, 0.008936022408306599, 0.01723327301442623, 0.07794041931629181]","[27.934652041502854, 3.7808491066228673, 4.793306049878432, 1.5610951532489934, 1.8262236127492557, 0.944965492699141, 2.5594388072100296, 1.934199390717042, 6.171312083616558, 6.989190025990191, 6.229802747964504, 1.4821976052149979, 4.399684148656514, 15.490647116874227]"
435,"[0.05646166205406189, 0.02342524565756321, 0.02644501067698002, 0.009909278713166714, 0.041746240109205246, 0.0628863200545311, 0.03457401320338249, 0.02297971397638321, 0.09157052636146545, 0.006530692335218191, 0.0031262498814612627, 0.011448937468230724, 0.011813072487711906, 0.04600973054766655]","[0.13164907693862915, 0.12025585025548935, 0.17474804818630219, 0.021428991109132767, 0.06114700809121132, 0.1386948823928833, 0.046383634209632874, 0.06629850715398788, 1.0556119680404663, 0.07315737009048462, 0.01388671062886715, 0.0157232154160738, 0.12275045365095139, 0.28643858432769775]","[2.331654296902835, 5.133600390511289, 6.607977978183148, 2.1625177502232846, 1.4647309058553541, 2.2054857443179334, 1.341575070755599, 2.8850884402705974, 11.527857379278831, 11.20208491463722, 4.441970781419514, 1.3733340285684699, 10.39106919716592, 6.225608820528615]"
436,"[0.05070781707763672, 0.03280220553278923, 0.03127468004822731, 0.016683325171470642, 0.026902761310338974, 0.026368102058768272, 0.032440513372421265, 0.017163390293717384, 0.029838161543011665, 0.05609094351530075, 0.014687040820717812, 0.0113124530762434, 0.0067896791733801365, 0.00488576153293252]","[0.10843208432197571, 0.0810185894370079, 0.10360617935657501, 0.02737056277692318, 0.0721229538321495, 0.055468760430812836, 0.2235531061887741, 0.048423029482364655, 0.2971457839012146, 0.1984979510307312, 0.15888750553131104, 0.10096164047718048, 0.059136614203453064, 0.07699179649353027]","[2.138370187696301, 2.4699128647316524, 3.312781432034108, 1.6405939760574992, 2.6808755056839466, 2.103631133829279, 6.891170420836308, 2.8212974624302394, 9.95858218251414, 3.5388591917086223, 10.818210929677637, 8.924822918311495, 8.70978034357002, 15.758402446489942]"
437,"[0.010146282613277435, 0.028730403631925583, 0.025430461391806602, 0.03493594378232956, 0.04501904547214508, 0.04100928455591202, 0.048951949924230576, 0.011327340267598629, 0.10457170009613037, 0.057041652500629425, 0.013725352473556995, 0.007004632148891687, 0.005140429362654686, 0.007120204623788595]","[0.4649196267127991, 0.19321225583553314, 0.21071092784404755, 0.04732728749513626, 0.07489577680826187, 0.0873250663280487, 0.10556846112012863, 0.1272401660680771, 0.4021627604961395, 0.26830267906188965, 0.11282824724912643, 0.07967500388622284, 0.011745474301278591, 0.020353132858872414]","[45.821671289187705, 6.725010142942554, 8.285768968074489, 1.3546875329892816, 1.6636464861211375, 2.129397458982485, 2.1565731555848324, 11.233013493206531, 3.845808762088027, 4.703627389808335, 8.220426212477909, 11.374616424194306, 2.2849208641226895, 2.858503924293499]"
438,"[0.010912621393799782, 0.019025109708309174, 0.0227302648127079, 0.028747430071234703, 0.03152758628129959, 0.012015811167657375, 0.02554203011095524, 0.015448121353983879, 0.05118637904524803, 0.016114726662635803, 0.01889077015221119, 0.03621852025389671, 0.0023456013295799494, 0.006335262209177017]","[0.5214129686355591, 0.08199688792228699, 0.09738348424434662, 0.06298484653234482, 0.08392324298620224, 0.07675348967313766, 0.08503313362598419, 0.07546443492174149, 0.14479655027389526, 0.22232423722743988, 0.3525058627128601, 0.12094686925411224, 0.02037607505917549, 0.018461884930729866]","[47.7807256221507, 4.309929833754127, 4.284309269899136, 2.190973119206534, 2.661898765018394, 6.387707712961809, 3.329145461680143, 4.8850234402308175, 2.828810182996089, 13.796339328728983, 18.660216596388942, 3.339365286219823, 8.686930213679766, 2.914146932069629]"
439,"[0.010138005949556828, 0.02121608704328537, 0.02305169403553009, 0.022506289184093475, 0.02433367259800434, 0.020309405401349068, 0.07248326390981674, 0.06004830449819565, 0.015166611410677433, 0.06742092967033386, 0.05771946161985397, 0.0051569947972893715, 0.005602134857326746, 0.006156692281365395]","[0.5612941980361938, 0.12955445051193237, 0.07078792154788971, 0.09478611499071121, 0.2621648609638214, 0.03152227774262428, 0.11520133912563324, 0.1391252726316452, 0.38804352283477783, 0.24497318267822266, 0.16481664776802063, 0.024339327588677406, 0.017628926783800125, 0.03842009976506233]","[55.36534510129482, 6.106425291695565, 3.070833815457671, 4.211539015401177, 10.773748184041983, 1.5521024431631263, 1.5893508778656282, 2.316889274297923, 25.585380433864856, 3.6334886492378677, 2.855477912346432, 4.719672705791886, 3.1468229938706584, 6.240380062740727]"
440,"[0.013425652869045734, 0.020975178107619286, 0.026738138869404793, 0.019037794321775436, 0.0164698027074337, 0.021819060668349266, 0.044275570660829544, 0.013880039565265179, 0.012740991078317165, 0.0918249860405922, 0.03599327802658081, 0.0046170298010110855, 0.002418328309431672, 0.0018817110685631633]","[0.11714199185371399, 0.06804435700178146, 0.05583066865801811, 0.04879271611571312, 0.0255722813308239, 0.033587198704481125, 0.1373588740825653, 0.047335077077150345, 0.07187514007091522, 0.15520814061164856, 0.25395819544792175, 0.01624368689954281, 0.016729267314076424, 0.013116618618369102]","[8.725236157699062, 3.244041917196602, 2.0880536573883437, 2.5629395554454537, 1.5526768465345224, 1.5393512679124048, 3.1023625903050474, 3.4102984256331985, 5.641251895485081, 1.6902604324169153, 7.0557117709694355, 3.5182114042204353, 6.917698994313946, 6.970580572916909]"
441,"[0.014985357411205769, 0.021952703595161438, 0.0323464535176754, 0.018546054139733315, 0.04493087902665138, 0.01785462163388729, 0.024687139317393303, 0.017258308827877045, 0.01564537174999714, 0.012802922166883945, 0.15865935385227203, 0.005277643911540508, 0.0033340922091156244, 0.0013722449075430632]","[0.4009353816509247, 0.07270556688308716, 0.06353513896465302, 0.07267369329929352, 0.030320551246404648, 0.03510448709130287, 0.028134401887655258, 0.014483554288744926, 0.10379142314195633, 0.10398123413324356, 0.12029529362916946, 0.03565391153097153, 0.0480538085103035, 0.04766114801168442]","[26.755143080612328, 3.3119185784074485, 1.9642072640184454, 3.918552849665009, 0.6748265759149645, 1.9661288719037366, 1.1396379923142084, 0.8392221064760351, 6.6340017227123615, 8.12167978355766, 0.7581985600494541, 6.755649325451438, 14.412861281676994, 34.73224622638196]"
442,"[0.009535197168588638, 0.043379902839660645, 0.042046599090099335, 0.030290337279438972, 0.029808513820171356, 0.05366586893796921, 0.018195288255810738, 0.06811238080263138, 0.04369065910577774, 0.08710765093564987, 0.00754967425018549, 0.006724537815898657, 0.0035282569006085396, 0.003234165720641613]","[0.2974787652492523, 0.23543252050876617, 0.19913601875305176, 0.06946776807308197, 0.12388119846582413, 0.11823555082082748, 0.06297260522842407, 0.07430029660463333, 0.09286927431821823, 0.27203619480133057, 0.0279728714376688, 0.09739367663860321, 0.018147775903344154, 0.007878173142671585]","[31.197966857908607, 5.427225629779855, 4.736079089924353, 2.2933969810972217, 4.15589986180371, 2.20317965889069, 3.4609292440483057, 1.090848620017154, 2.1256093686610695, 3.1229885306205225, 3.7051759467610843, 14.483326483544753, 5.143552868900816, 2.4359212925887626]"
443,"[0.025094226002693176, 0.02094740979373455, 0.03525291010737419, 0.030125359073281288, 0.04459191858768463, 0.05651627480983734, 0.08729791641235352, 0.02478133887052536, 0.014524788595736027, 0.017486147582530975, 0.033336713910102844, 0.00648321071639657, 0.0029562076088041067, 0.008042567409574986]","[0.7717048525810242, 0.3174297511577606, 0.3697923719882965, 0.157831609249115, 0.2971545457839966, 0.12585528194904327, 0.12290321290493011, 0.07983968406915665, 0.07331722974777222, 0.232149139046669, 0.05141446366906166, 0.06602697819471359, 0.01454244740307331, 0.020085720345377922]","[30.752287498255686, 15.153651658292619, 10.489697754369034, 5.239161095646446, 6.663865453550244, 2.2268856603255216, 1.407859636928724, 3.2217663656630373, 5.047731281217794, 13.27617406584117, 1.542277496447551, 10.184302359281022, 4.919291649126179, 2.4974264215013107]"
444,"[0.0327870137989521, 0.021565861999988556, 0.04205245524644852, 0.041762109845876694, 0.016325827687978745, 0.03994692116975784, 0.022022869437932968, 0.023685907945036888, 0.06636650860309601, 0.05420674383640289, 0.020307835191488266, 0.0030820134561508894, 0.0020432076416909695, 0.00823473185300827]","[0.25853368639945984, 0.06429678946733475, 0.1520361751317978, 0.060577865689992905, 0.0317462757229805, 0.061631858348846436, 0.10585193336009979, 0.06403643637895584, 0.14567436277866364, 0.2507922053337097, 0.6373962163925171, 0.05398743972182274, 0.01099490001797676, 0.017768926918506622]","[7.885246518172472, 2.9814152324339673, 3.61539354220317, 1.450546102999965, 1.944543108607985, 1.5428437672815034, 4.806455110603194, 2.7035668857428767, 2.1949981375375214, 4.626586796849594, 31.386714062938253, 17.516938355372197, 5.3811956228185025, 2.157802735497133]"
445,"[0.038908977061510086, 0.01882181689143181, 0.04471844062209129, 0.02416803315281868, 0.010281329043209553, 0.036256637424230576, 0.015619765967130661, 0.019575342535972595, 0.031108329072594643, 0.08692405372858047, 0.005002164281904697, 0.006340815685689449, 0.004115148913115263, 0.002980548655614257]","[0.12009291350841522, 0.07312755286693573, 0.03860268369317055, 0.023563260212540627, 0.02086624689400196, 0.10987009853124619, 0.09381691366434097, 0.036128412932157516, 0.15013167262077332, 0.7070425748825073, 0.06919621676206589, 0.07302002608776093, 0.01464398205280304, 0.006206508260220289]","[3.0865091446265414, 3.8852547173713785, 0.863238591421287, 0.9749763277609738, 2.029528167643206, 3.030344409650609, 6.006294451643123, 1.8456082117473143, 4.82609246772544, 8.134026711297208, 13.833255539483746, 11.515872674324758, 3.5585545898792774, 2.082337508072385]"
446,"[0.013567067682743073, 0.03409634903073311, 0.04291115701198578, 0.028892476111650467, 0.025100480765104294, 0.01995069906115532, 0.020635010674595833, 0.044317614287137985, 0.06035642698407173, 0.03408714756369591, 0.031043672934174538, 0.01980932056903839, 0.0017955192597582936, 0.008355916477739811]","[0.47252562642097473, 0.0381273552775383, 0.18104073405265808, 0.03994598984718323, 0.054882507771253586, 0.048977259546518326, 0.07041483372449875, 0.06574133783578873, 0.03488154709339142, 0.12428747117519379, 0.03173605725169182, 0.031353920698165894, 0.005587959662079811, 0.09475837647914886]","[34.828869249470465, 1.1182239847196485, 4.2189665033289705, 1.3825741238936455, 2.1865122140430664, 2.4549144567008527, 3.412396282943911, 1.483413285964457, 0.5779259780005993, 3.646168132518211, 1.0223035566373033, 1.582786274213337, 3.1121691575906807, 11.34027329396907]"
447,"[0.0037245447747409344, 0.04005805775523186, 0.023614106699824333, 0.022118616849184036, 0.022299109026789665, 0.026642145588994026, 0.028588633984327316, 0.010640451684594154, 0.02337731048464775, 0.022349266335368156, 0.12616176903247833, 0.00537674268707633, 0.0027869564946740866, 0.005059973336756229]","[0.025043372064828873, 0.24023288488388062, 0.16246967017650604, 0.0696481317281723, 0.13007432222366333, 0.06795505434274673, 0.10957317054271698, 0.04103516787290573, 0.10157253593206406, 0.12594641745090485, 0.3972350060939789, 0.04781836271286011, 0.012321779504418373, 0.009863126091659069]","[6.723874615407408, 5.997117642392548, 6.880195479836409, 3.1488466120222904, 5.833162305605792, 2.5506599727770887, 3.8327529256132524, 3.8565249943589106, 4.344919660401839, 5.635371450721501, 3.1486163291806495, 8.893556098155392, 4.42123137837475, 1.949244676846849]"
448,"[0.04774858057498932, 0.06125491112470627, 0.03589103743433952, 0.0247374027967453, 0.028032761067152023, 0.033407535403966904, 0.01992090418934822, 0.03344612196087837, 0.026807159185409546, 0.08498861640691757, 0.015927104279398918, 0.007859278470277786, 0.0035704176407307386, 0.003740845248103142]","[0.16681727766990662, 0.07721453905105591, 0.15911592543125153, 0.02129416912794113, 0.03486822545528412, 0.09885910153388977, 0.06017414107918739, 0.04694630578160286, 0.4230496287345886, 0.3189912438392639, 0.07992809265851974, 0.08865964412689209, 0.024341987445950508, 0.010756148025393486]","[3.493659406438679, 1.2605444630204117, 4.433305270775314, 0.8608086023785328, 1.2438384278936296, 2.9591857147938834, 3.020653104258326, 1.4036397354681518, 15.781218211471053, 3.75334082757582, 5.018369394485825, 11.280888501684355, 6.8176863032103325, 2.875325578048857]"
449,"[0.021969513967633247, 0.02282588556408882, 0.03229767084121704, 0.009974258951842785, 0.02306281588971615, 0.03171335160732269, 0.008333911187946796, 0.02571967802941799, 0.050117671489715576, 0.05491599813103676, 0.06139703467488289, 0.010984733700752258, 0.0032812629360705614, 0.006170585751533508]","[0.12240280210971832, 0.04250456765294075, 0.09672042727470398, 0.030585339292883873, 0.04319130256772041, 0.08691243082284927, 0.11268047988414764, 0.06077714264392853, 0.0835474357008934, 0.31442970037460327, 0.20062652230262756, 0.02922842651605606, 0.014194631017744541, 0.023954421281814575]","[5.571484298198366, 1.8621212979272848, 2.9946564181115223, 3.0664272343995145, 1.872767955754253, 2.7405627730239956, 13.520720024844474, 2.363060010876188, 1.6670254865698977, 5.725648464484482, 3.2676907502945336, 2.6608224934988125, 4.325965731579913, 3.8820336101579085]"
